"location","indicator","sex","residence","Unit","Date","Value"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2014","5782"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2015","6467"
"Tana River","Secondary Schools Enrollment","Total","Total","Number","2016","6777"
"Tana River","School Net Attendance Ratio, Primary","Male","Total","%","2006","62.073710477"
"Tana River","School Net Attendance Ratio, Primary","Female","Total","%","2006","51.388030724"
"Tana River","School Net Attendance Ratio, Primary","Total","Total","Number","2006","75367.3"
"Tana River","School Net Attendance Ratio, Secondary","Female","Total","%","2006","3.0763552218"
"Tana River","School Net Attendance Ratio, Secondary","Total","Total","Number","2006","27869.8"
"Tana River","Gross Attendance Ratio, Primary","Male","Total","%","2006","92"
"Tana River","Gross Attendance Ratio, Primary","Female","Total","%","2006","72"
"Tana River","Gross Attendance Ratio, Primary","Total","Total","Number","2006","75367.3"
"Tana River","Gross Attendance Ratio, Secondary","Male","Total","%","2006","5"
"Tana River","Gross Attendance Ratio, Secondary","Female","Total","%","2006","9"
"Tana River","Gross Attendance Ratio, Secondary","Total","Total","Number","2006","27869.8"
"Tana River","In school with pre-primary as percent of pre-primary population","Male","Urban","%","2006","88.2"
"Tana River","In school with pre-primary as percent of pre-primary population","Male","Rural","%","2006","71.79"
"Tana River","In school with pre-primary as percent of pre-primary population","Female","Urban","%","2006","83.16"
"Tana River","In school with pre-primary as percent of pre-primary population","Female","Rural","%","2006","66.61"
"Tana River","In school with Primary education as % of primary school age population","Male","Urban","%","2006","109.63"
"Tana River","In school with Primary education as % of primary school age population","Male","Rural","%","2006","70.52"
"Tana River","In school with Primary education as % of primary school age population","Female","Urban","%","2006","99.13"
"Tana River","In school with Primary education as % of primary school age population","Female","Rural","%","2006","57.71"
"Tana River","In school with Secondary education as percent of secondary school age population","Male","Urban","%","2006","35.15"
"Tana River","In school with Secondary education as percent of secondary school age population","Male","Rural","%","2006","16.84"
"Tana River","In school with Secondary education as percent of secondary school age population","Female","Urban","%","2006","25.69"
"Tana River","In school with Secondary education as percent of secondary school age population","Female","Rural","%","2006","6.59"
"Tana River","In school with Tertiary education as % of population","Male","Urban","%","2006","2.48"
"Tana River","In school with Tertiary education as % of population","Male","Rural","%","2006","0.93"
"Tana River","In school with Tertiary education as % of population","Female","Urban","%","2006","1.62"
"Tana River","In school with Tertiary education as % of population","Female","Rural","%","2006","0.3"
"Tana River","University students as % of population","Male","Urban","%","2006","1.49"
"Tana River","University students as % of population","Male","Rural","%","2006","0.57"
"Tana River","University students as % of population","Female","Urban","%","2006","0.42"
"Tana River","University students as % of population","Female","Rural","%","2006","0.17"
"Tana River","Youth Polytechnic students as percent of population","Male","Urban","%","2006","0.19"
"Tana River","Youth Polytechnic students as percent of population","Male","Rural","%","2006","3.04"
"Tana River","Youth Polytechnic students as percent of population","Female","Urban","%","2006","0.1"
"Tana River","Youth Polytechnic students as percent of population","Female","Rural","%","2006","0.07"
"Tana River","% of people with over 3 years Basic Literacy","Male","Urban","%","2006","0.02"
"Tana River","% of people with over 3 years Basic Literacy","Male","Rural","%","2006","0.14"
"Tana River","% of people with over 3 years Basic Literacy","Female","Urban","%","2006","0.02"
"Tana River","% of people with over 3 years Basic Literacy","Female","Rural","%","2006","0.66"
"Tana River","Students in Madrassa school as percent of school age children","Male","Urban","%","2006","0.32"
"Tana River","Students in Madrassa school as percent of school age children","Male","Rural","%","2006","2.15"
"Tana River","Students in Madrassa school as percent of school age children","Female","Urban","%","2006","0.21"
"Tana River","Students in Madrassa school as percent of school age children","Female","Rural","%","2006","1.63"
"Tana River","No. of people over 3 years in school with Pre-Primary education","Male","Urban","Number","2006","1091"
"Tana River","No. of people over 3 years in school with Pre-Primary education","Male","Rural","Number","2006","3356"
"Tana River","No. of people over 3 years in school with Pre-Primary education","Female","Urban","Number","2006","953"
"Tana River","No. of people over 3 years in school with Pre-Primary education","Female","Rural","Number","2006","2986"
"Tana River","No. of people over 3 years in school with Primary education","Male","Urban","Number","2006","3892"
"Tana River","No. of people over 3 years in school with Primary education","Male","Rural","Number","2006","9973"
"Tana River","No. of people over 3 years in school with Primary education","Female","Urban","Number","2006","3534"
"Tana River","No. of people over 3 years in school with Primary education","Female","Rural","Number","2006","7681"
"Tana River","No. of people over 3 years in school with Secondary education","Male","Urban","Number","2006","504"
"Tana River","No. of people over 3 years in school with Secondary education","Male","Rural","Number","2006","774"
"Tana River","No. of people over 3 years in school with Secondary education","Female","Urban","Number","2006","364"
"Tana River","No. of people over 3 years in school with Secondary education","Female","Rural","Number","2006","299"
"Tana River","No. of people over 3 years in school with Tertiary education","Male","Urban","Number","2006","40"
"Tana River","No. of people over 3 years in school with Tertiary education","Male","Rural","Number","2006","39"
"Tana River","No. of people over 3 years in school with Tertiary education","Female","Urban","Number","2006","31"
"Tana River","No. of people over 3 years in school with Tertiary education","Female","Rural","Number","2006","18"
"Tana River","No. of people over 3 years in University","Male","Urban","Number","2006","24"
"Tana River","No. of people over 3 years in University","Male","Rural","Number","2006","24"
"Tana River","No. of people over 3 years in University","Female","Urban","Number","2006","8"
"Tana River","No. of people over 3 years in University","Female","Rural","Number","2006","10"
"Tana River","Youth Polytechnic","Male","Urban","Number","2006","3"
"Tana River","Youth Polytechnic","Male","Rural","Number","2006","128"
"Tana River","Youth Polytechnic","Female","Urban","Number","2006","2"
"Tana River","Youth Polytechnic","Female","Rural","Number","2006","4"
"Tana River","No. of people over 3 years with Basic Literacy","Male","Urban","Number","2006","1"
"Tana River","No. of people over 3 years with Basic Literacy","Male","Rural","Number","2006","21"
"Tana River","No. of people over 3 years with Basic Literacy","Female","Urban","Number","2006","1"
"Tana River","No. of people over 3 years with Basic Literacy","Female","Rural","Number","2006","75"
"Tana River","No. of people over 3 years in  Madrassa school","Male","Urban","Number","2006","20"
"Tana River","No. of people over 3 years in  Madrassa school","Male","Rural","Number","2006","503"
"Tana River","No. of people over 3 years in  Madrassa school","Female","Urban","Number","2006","13"
"Tana River","No. of people over 3 years in  Madrassa school","Female","Rural","Number","2006","365"
"Tana River","Population","Male","Urban","Persons","2006","5575"
"Tana River","Population","Male","Rural","Persons","2006","14818"
"Tana River","Population","Male","Total","Persons","2009","119818"
"Tana River","Population","Female","Urban","Persons","2006","4906"
"Tana River","Population","Female","Rural","Persons","2006","11438"
"Tana River","Population","Female","Total","Persons","2009","120190"
"Tana River","Population","Total","Total","Persons","2009","240008"
"Tana River","Pre-primary school age children","Male","Urban","Number","2006","1237"
"Tana River","Pre-primary school age children","Male","Rural","Number","2006","4675"
"Tana River","Pre-primary school age children","Female","Urban","Number","2006","1146"
"Tana River","Pre-primary school age children","Female","Rural","Number","2006","4483"
"Tana River","Primary school age children","Male","Urban","Number","2006","3550"
"Tana River","Primary school age children","Male","Rural","Number","2006","14142"
"Tana River","Primary school age children","Female","Urban","Number","2006","3565"
"Tana River","Primary school age children","Female","Rural","Number","2006","13310"
"Tana River","Secondary School age children","Male","Urban","Number","2006","1434"
"Tana River","Secondary School age children","Male","Rural","Number","2006","4596"
